arrival_hour,duration_h,energy_kwh
19.445829725694544,11.606353143466674,7.146829775161656
12.27553451830356,4.760731517528664,3.631808377146367
21.262704722588552,12.215820293575499,5.248608408940877
23.673231998019567,14.139102835053858,16.65964683039555
16.71871343917674,22.846511411878428,8.013283824088692
21.01727519867989,18.127510382215668,5.341727043447935
15.746758405646698,18.297882101993494,8.690514918067215
16.135814099116438,15.176297436254021,5.112591895513638
18.21003977360743,2.388363579728283,4.025531364026129
8.425346259879152,0.5857071301039456,1.7238748168239875
15.77168631615347,1.2816403712472564,2.162905768440355
19.796979654293274,12.239667947766188,5.8478265690548845
22.448056136977605,7.210703832219734,12.754461596915824
17.772160177503558,2.6789791518699464,5.4414469899711975
14.56215717632661,4.155420501045321,5.9786453130944945
15.635433192008165,17.83924441747224,7.340842348229719
17.608176076928363,15.198977367438074,7.649376626525699
22.830295954403855,7.251955097242587,13.205018677668109
18.134347721879013,17.908397105011623,6.549013549694053
15.102601213580883,14.343644645020515,6.112348074543999
21.719827348535986,12.02169429806996,8.342848996659754
14.291716669085352,3.3370190664143946,6.407595723179485
22.438683756300215,6.2413014552350905,19.329835731039722
21.621863051535,19.14336480628228,5.377227420291637
23.29017011831186,9.592883216955547,14.357121047830637
14.522857050564761,6.08669243422681,8.296238387604475
16.191478071099706,19.310559619239335,11.603112374879554
11.54528599909278,2.823954164038777,6.0657628766799885
17.255802229824674,3.4708871184855488,7.377511238609049
21.852982597942983,14.348213021699582,5.193229468086228
18.025398977056966,14.782957776004235,4.902920243259885
16.402146831666528,1.9774568210081633,6.3912080566871925
18.270208174154533,13.301132582543834,8.533360206144444
17.888720957070504,16.54764083424192,10.132642058839817
17.869785920174884,13.087211179932822,5.747318990757063
16.216915534636883,3.7411494063936512,3.083491722150993
13.546886279764976,5.926766089357832,6.889313912206881
20.019920036998794,14.52632960873859,8.45885640320199
9.876422634500054,1.8334393766464807,5.441941643136695
21.502732960954432,18.543423725090644,9.3673201344571
15.418518953037884,2.8095714680008914,4.148500829553862
17.293902246446315,1.6226853873177687,4.099236290552182
22.474311636831928,11.318173259318163,7.5446056060267725
16.809354178076383,15.435418979409846,3.0286746235754385
19.084650887300384,17.832497300874216,12.958975698524394
16.876436351089644,12.028045820882543,3.1041938722857902
18.599378106259095,5.2810379977047734,5.3499955541926525
20.420530937402305,14.34817142818959,5.45050053778902
19.316589326131194,15.33682965735133,9.300712244342463
17.351566965304634,19.29169164251897,7.578926064755258
17.212081047384007,1.1741141268851503,2.8643480285402396
1.4243840109872288,6.58128389802121,13.339037166785896
21.446115433366124,12.076103594805438,9.060787426266021
19.902795554388113,11.842870856611174,16.73822075183054
15.638043445455288,2.137805701510295,7.714631709768145
14.795498535336243,20.19895419237424,12.931114715828969
18.76275545126426,14.234731694550563,4.4522104161253
23.23302142931844,13.84299566898874,8.565625679342155
16.836458372823913,16.966627762841085,9.208296548779051
15.81792556449305,2.425330064011377,5.458474428871339
15.125432401818351,0.14835734680703627,2.640229091148284
16.863376733702026,19.36440772551088,10.081413565049065
16.86241250567113,13.9939167698719,6.660144514572442
16.468123839459142,1.6759399777384631,5.137974321646462
17.467594169554847,14.585338763206808,10.472915890049299
16.22848290854928,2.962835715760193,5.627154351278891
12.935036414198084,0.6215256947652543,3.508425938926639
17.684020942411138,16.675934610686777,8.5298022251875
11.717474815243163,8.019781484814732,15.111867832812381
16.549045252517395,0.9591453485709835,4.555536023436303
22.52833400649297,10.049562026070161,7.830067988869972
20.26171788888421,14.7767207417353,4.832868671390932
23.40825842137133,5.648288833029455,23.704471877253773
15.687131836265774,16.718433326003694,2.9180358496980476
16.40067098109045,2.146343693042595,4.001174332081202
17.192723869333953,16.794989736642588,6.577430551334242
12.918976093642026,28.508173220571134,7.84268312381351
15.479955014753152,14.590374646227492,12.259085599057874
17.416290188314917,16.58062741526418,5.811058027240225
11.29657641217812,0.9949465961023345,3.4166279750564583
19.96881525883157,14.880184025050331,10.055972915957803
16.775322393179216,3.8368367482365837,4.717808855131386
15.34525432788521,21.261955216710373,4.759704441198187
20.92621502570453,13.619413329121043,4.836537480286715
17.64843468813752,15.45914301723593,7.740806931272269
17.974019730663084,16.46574051728975,4.5322162912811566
19.046340406395593,12.376808248667315,4.609861883536199
2.680369110949222,12.596790175521937,15.119697349926144
9.156217162645328,4.187050797629057,5.225955409638014
16.94583228983454,14.1310274303136,7.703727518680455
20.546591198811015,13.798359933029882,9.450474655484522
13.378103548062281,2.1908255512766113,1.2163055590113636
21.002485007595283,7.718782410074346,16.745716845701022
21.91232806624428,12.216602601417861,9.114066270569953
10.78161685913016,19.426440504594677,9.046178883185096
15.138332111666715,2.1558290425739495,8.442573050489079
14.919838924819652,17.85990134252287,5.493206147345554
23.236339365713636,12.4173720091742,6.460936690306775
14.376860855123393,24.4618562367781,7.1092843158453825
9.344288871669598,7.39502925085024,2.799900456214912
16.440701893757087,1.9627136577422553,3.9650274414129756
16.782635000153128,16.557408466631934,3.516791177934083
22.526984781251993,10.1669427083852,9.172501499028568
21.288842829883233,9.576999538886684,12.495268772087057
10.998324166236408,2.576216143026711,4.620689248793591
20.531660717938635,12.215681329687198,6.097668464754325
15.240798244307143,4.341186990195225,6.238410890423186
20.90722374631374,14.30975748146728,5.607635761381049
23.76002744941499,13.89848322444613,8.800678908028079
14.952591462405223,19.339480827345334,7.542117382795029
20.18482572310824,11.720403901553153,7.1960476843105425
9.501305102477238,2.3269619963528108,6.598732752412859
22.786346380558378,13.204877906953493,10.073076770773877
16.7722711196796,0.8833457485630922,3.3182082502349486
20.21477913244136,12.036037813737156,2.074105200558275
21.82967617122037,7.343580479199812,19.01073312449149
20.55468903157697,10.767546232207613,8.320047458387133
17.918736108216102,16.52262148369067,6.335994612252291
16.464974757825352,22.679780699790598,7.164095245253999
17.65920036701173,22.183307235250695,7.1470461465936115
13.287932487016679,3.1078873138407834,3.2752832289360754
15.218806239344856,18.559470949626885,7.935473664970308
15.547227170789967,23.29227949610399,7.096670140841587
15.982531011320727,1.5015733588348037,4.467413606974426
16.200992561528373,13.480341551740306,3.9358572279322406
15.068041853316423,2.034332913449637,9.49454235058699
