user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
GT_98345808,Weekday,7,111,2,0.2596,0.0,false,-0.0252,-0.2148,false,
GT_98345808,Weekday,12,16,2,0.2151,0.4507,true,0.1378,-0.3944,true,
GT_32751774,Weekday,9,86,2,0.1912,0.0039,false,0.1358,-0.1653,false,
GT_30296079,Weekday,7,26,2,0.3274,0.0077,false,-0.2809,-0.7785,true,
GT_30296079,Weekday,8,34,2,0.1887,0.179,true,-0.1186,-0.6159,true,
GT_65023200,Weekday,10,16,2,0.1934,0.5887,true,0.1458,0.2206,false,
GT_65023200,Weekday,11,20,2,0.1951,0.4331,true,0.4211,0.0361,true,
GT_65023200,Weekday,13,33,2,0.1114,0.8092,true,0.5162,0.4131,true,
GT_65023200,Weekday,14,20,2,0.2223,0.2774,true,0.4384,0.2827,true,
GT_65023200,Weekday,15,22,2,0.0911,0.9933,true,0.0813,0.0706,false,
GT_81375624,Weekday,10,60,2,0.1993,0.0175,false,0.3721,0.2143,true,
GT_81375624,Weekday,11,23,2,0.1345,0.8007,true,0.3289,0.1314,true,
GT_81375624,Weekday,12,24,2,0.1549,0.6138,true,0.2981,-0.0148,false,
GT_48821751,Weekday,9,49,2,0.2362,0.0087,false,-0.166,-0.5979,true,
GT_45267948,Weekday,10,46,2,0.1568,0.2104,true,-0.1999,-0.3666,true,
GT_29309940,Weekday,9,24,2,0.2299,0.1591,true,0.2835,-0.113,false,
GT_29309940,Weekday,10,22,2,0.2626,0.0969,true,-0.0346,-0.301,true,
GT_29309940,Weekday,13,24,2,0.2402,0.1261,true,-0.1608,-0.3243,true,
GT_29309940,Weekday,14,24,2,0.1805,0.4166,true,-0.2109,-0.4487,true,
GT_37412595,Weekday,10,16,2,0.2953,0.1233,true,0.0429,-0.3,false,
GT_37412595,Weekday,11,24,2,0.2901,0.0355,false,0.307,-0.0243,true,
GT_37412595,Weekday,14,34,2,0.1258,0.6572,true,-0.1317,-0.2141,false,
GT_37412595,Weekday,15,18,2,0.1901,0.5344,true,0.0204,0.001,false,
GT_48585042,Weekday,10,17,2,0.3315,0.048,false,-0.0195,-0.0613,false,
GT_48585042,Weekday,13,22,2,0.0866,0.9966,true,-0.3187,-0.2264,true,
GT_48585042,Weekday,14,16,2,0.2951,0.1238,true,-0.5752,-0.6853,true,
GT_49241808,Weekday,10,29,2,0.1364,0.655,true,-0.0558,-0.0537,false,
GT_49241808,Weekday,13,29,2,0.2317,0.0898,true,-0.0597,-0.3409,true,
GT_49241808,Weekday,14,15,2,0.1744,0.7522,true,0.004,0.1393,false,
GT_35897499,Weekday,10,16,2,0.1629,0.7903,true,-0.1375,-0.2765,false,
GT_35897499,Weekday,12,15,2,0.3687,0.0341,false,0.7052,0.55,true,0.7484
GT_35897499,Weekday,13,59,2,0.0974,0.6338,true,-0.1802,-0.2677,false,
GT_35897499,Weekday,14,35,2,0.0879,0.9503,true,0.4815,0.3499,true,
GT_47158353,Weekday,14,43,2,0.2726,0.0035,false,-0.448,-0.3114,true,
GT_19555569,Weekday,10,24,2,0.1322,0.7966,true,0.026,-0.1922,false,
GT_81295434,Weekday,9,27,2,0.2419,0.0857,true,0.1399,0.1386,false,
GT_24478344,Weekday,10,46,2,0.2143,0.0298,false,0.1288,-0.3877,true,
GT_88561539,Weekday,13,36,2,0.1467,0.4225,true,0.2034,-0.0136,false,
GT_88561539,Weekday,14,30,2,0.1408,0.5936,true,-0.1448,-0.3046,true,
GT_30464676,Weekday,9,59,2,0.2196,0.007,false,0.1154,-0.2916,false,
GT_46009656,Weekday,8,61,2,0.3798,0.0,false,0.0447,-0.3315,true,
GT_74843010,Weekday,9,38,2,0.196,0.1091,true,0.0706,-0.2767,false,
GT_97867440,Weekday,10,56,2,0.2109,0.0141,false,-0.1936,-0.3614,true,
GT_97867440,Weekday,14,37,2,0.3581,0.0002,false,0.085,-0.1968,false,0.0414
GT_50986683,Weekday,9,23,2,0.3077,0.0259,false,0.0118,-0.0534,false,
GT_50986683,Weekday,10,18,2,0.3632,0.0175,false,-0.0955,-0.517,true,
GT_81880524,Weekday,13,26,2,0.1967,0.268,true,0.0061,-0.1453,false,
GT_86810130,Weekday,10,15,2,0.169,0.7855,true,0.1912,-0.15,false,
GT_86810130,Weekday,11,22,2,0.2874,0.0532,true,0.071,0.0819,false,
GT_90692118,Weekday,10,35,2,0.1601,0.3331,true,0.0975,-0.0014,false,
GT_90692118,Weekday,13,19,2,0.4159,0.0028,false,-0.3524,-0.5895,true,-0.243
GT_10909503,Weekday,8,16,2,0.3302,0.0614,true,0.4841,0.0912,true,
GT_10909503,Weekday,9,26,2,0.252,0.0743,true,0.111,0.0557,false,
GT_50725917,Weekday,9,52,2,0.3043,0.0001,false,-0.2552,-0.4994,true,
GT_50725917,Weekday,11,17,2,0.204,0.4798,true,0.6004,0.2745,true,
