user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
gist|KR_U1225,Weekday,18,83,1,0.1596,0.0303,false,-0.0201,-0.313,true,
gist|KR_U1225,Weekday,19,18,1,0.1585,0.7574,true,0.0698,-0.1685,false,
gist|KR_U1764,Weekday,19,26,1,0.1495,0.6081,true,0.3205,0.1197,true,
norway|OSL_S_KT137,Weekday,9,16,1,0.2329,0.3516,true,0.3601,0.4088,true,
norway|OSL_S_KT137,Weekday,15,15,1,0.163,0.8212,true,0.3106,0.325,true,
norway|OSL_S_KT137,Weekday,16,17,1,0.1859,0.6004,true,0.5439,0.3102,true,
norway|OSL_S_KT137,Weekday,17,46,1,0.1616,0.1831,true,0.2205,0.2814,false,
norway|OSL_S_KT137,Weekday,18,33,1,0.1176,0.7537,true,0.2124,0.2358,false,
norway|OSL_S_KT137,Weekday,19,19,1,0.1302,0.9046,true,0.2408,0.1316,false,
norway|OSL_S_KT137,Weekday,21,15,1,0.1529,0.8749,true,-0.1957,-0.2536,false,
norway|OSL_S_KT162,Weekday,1,26,1,0.15,0.604,true,-0.3518,-0.5598,true,
norway|OSL_S_KT162,Weekday,17,20,1,0.1706,0.6067,true,0.2663,0.2414,false,
norway|OSL_S_KT162,Weekday,22,17,1,0.1659,0.7383,true,-0.1763,0.0221,false,
norway|OSL_S_KT162,Weekday,23,24,1,0.1675,0.5126,true,0.1351,0.0052,false,
norway|OSL_S_KT162,Weekday,24,27,1,0.1726,0.3989,true,-0.2702,-0.2055,false,
norway|BAR_Plass160,Weekday,16,207,1,0.2817,0.0,false,0.0193,0.2293,false,
norway|BAR_Plass160,Weekday,17,27,1,0.1837,0.3238,true,0.1252,-0.1869,false,
norway|BAR_Plass160,Weekday,18,42,1,0.2659,0.0054,false,-0.1704,0.3907,true,
norway|BAR_Plass113,Weekend,18,15,1,0.1228,0.9776,true,-0.1377,0.1571,false,
norway|OSL_S_KT76,Weekday,16,18,1,0.234,0.2786,true,-0.1373,0.0258,false,
norway|OSL_S_KT76,Weekday,17,26,1,0.1456,0.6414,true,-0.1885,-0.0222,false,
norway|OSL_S_KT76,Weekday,18,25,1,0.1907,0.3247,true,0.0218,-0.0173,false,
norway|OSL_S_KT76,Weekday,19,21,1,0.1492,0.7391,true,-0.1835,-0.0961,false,
norway|OSL_S_KT112,Weekday,1,17,1,0.2127,0.4261,true,0.3608,0.4632,true,
norway|OSL_S_KT112,Weekday,24,35,1,0.1501,0.4117,true,-0.3511,-0.2409,true,
norway|OSL_S_KT138,Weekend,5,27,1,0.205,0.2077,true,-0.3115,-0.6149,true,
gist|KR_U1629,Weekday,9,18,1,0.1833,0.5819,true,-0.0031,0.2301,false,
gist|KR_U1629,Weekday,13,16,1,0.2171,0.4388,true,0.6103,0.6156,true,
kim|KR_70,Weekday,9,29,1,0.2316,0.0898,true,-0.0946,-0.4621,true,
kim|KR_70,Weekday,10,133,1,0.2141,0.0,false,-0.1087,-0.331,true,
norway|ASK_Plass25,Weekend,20,17,1,0.1316,0.9305,true,-0.0249,-0.201,false,
norway|OSL_S_KT169,Weekday,15,209,1,0.0836,0.114,true,-0.0949,0.015,false,
norway|OSL_S_KT169,Weekday,16,30,1,0.2013,0.1771,true,-0.128,0.1501,false,
kim|KR_1231,Weekday,18,18,1,0.2172,0.3646,true,0.446,0.4551,true,
kim|KR_1231,Weekday,19,17,1,0.1621,0.7638,true,0.1652,-0.1912,false,
norway|OSL_T_71,Weekday,19,16,1,0.1244,0.9657,true,0.3105,-0.0118,true,
norway|ASK_Plass55,Weekday,17,40,1,0.1164,0.6529,true,-0.0122,0.1672,false,
norway|ASK_Plass55,Weekday,18,19,1,0.1641,0.6867,true,0.6067,0.5485,true,
norway|ASK_Plass55,Weekday,19,16,1,0.2226,0.4071,true,0.0459,0.4371,true,
norway|ASK_Plass55,Weekday,20,16,1,0.1678,0.7594,true,0.0731,0.2441,false,
