user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
gist|KR_U1225,Weekday,18,15,1,0.1918,0.64,true,-0.1903,-0.3825,true,
kim|KR_70,Weekday,10,21,1,0.3407,0.0154,false,0.4255,0.3169,true,0.3897
kim|KR_178,Weekday,8,20,1,0.1453,0.7933,true,0.1735,-0.1263,false,
gist|KR_U89,Weekday,7,15,1,0.4147,0.0116,false,-0.0636,-0.3012,true,-0.0184
gist|KR_U186,Weekday,19,15,1,0.1654,0.8072,true,0.154,0.0518,false,
norway|OSL_T_26,Weekday,17,17,1,0.2299,0.3309,true,-0.1831,-0.4228,true,
kim|KR_401,Weekday,17,16,1,0.1754,0.7095,true,0.0342,-0.0353,false,
kim|KR_1226,Weekday,18,19,1,0.1581,0.7303,true,0.0636,0.0368,false,
gist|KR_U1222,Weekday,18,21,1,0.1011,0.9829,true,0.2608,0.1143,false,
gist|KR_U187,Weekday,24,19,1,0.2012,0.4262,true,0.1195,0.2713,false,
gist|KR_U1228,Weekday,19,18,1,0.2177,0.3621,true,0.0387,-0.2927,false,
kim|KR_927,Weekday,24,19,1,0.1947,0.4682,true,-0.0314,-0.0737,false,
kim|KR_223,Weekday,10,15,1,0.2215,0.4544,true,-0.06,-0.2893,false,
kim|KR_422,Weekday,17,23,1,0.2138,0.2451,true,0.3164,0.0929,true,
gist|KR_U1230,Weekday,18,21,1,0.2772,0.0798,true,-0.237,-0.4186,true,
kim|KR_29,Weekday,17,15,1,0.1284,0.9658,true,0.2026,-0.0179,false,
kim|KR_932,Weekday,9,16,1,0.3033,0.1058,true,-0.1407,-0.4676,true,
