location,user_id,session_id,duration_hours,energy,arrival_hour,start_date,start_time,end_date,end_time,start_hour,end_hour,month,day,duration_minutes,day_type,facility,user_id_num
KR_commercial,KR_20,KR1,1.4408333333333334,9.23,15.233333333333333,2021-10-05,15:14:26,2021-10-05,16:40:53,15,16,October,Tuesday,86.45,Weekday,company,0
KR_commercial,KR_20,KR2,0.8038888888888889,5.22,14.016666666666667,2021-10-06,14:01:08,2021-10-06,14:49:22,14,14,October,Wednesday,48.23333333333333,Weekday,company,0
KR_commercial,KR_20,KR3,0.9427777777777778,6.09,16.4,2021-10-12,16:24:11,2021-10-12,17:20:45,16,17,October,Tuesday,56.56666666666667,Weekday,company,0
KR_commercial,KR_20,KR4,1.2994444444444444,8.45,16.2,2021-10-14,16:12:53,2021-10-14,17:30:51,16,17,October,Thursday,77.96666666666667,Weekday,company,0
KR_commercial,KR_20,KR5,0.4938888888888889,3.18,15.75,2021-10-18,15:45:12,2021-10-18,16:14:50,15,16,October,Monday,29.633333333333333,Weekday,company,0
KR_commercial,KR_20,KR6,0.1161111111111111,0.74,15.25,2021-10-19,15:15:08,2021-10-19,15:22:06,15,15,October,Tuesday,6.966666666666667,Weekday,company,0
KR_commercial,KR_20,KR7,2.222777777777778,14.64,17.783333333333335,2021-10-20,17:47:26,2021-10-20,20:00:48,17,20,October,Wednesday,133.36666666666667,Weekday,company,0
KR_commercial,KR_20,KR8,1.6544444444444444,10.84,15.516666666666667,2021-11-03,15:31:30,2021-11-03,17:10:46,15,17,November,Wednesday,99.26666666666668,Weekday,company,0
KR_commercial,KR_20,KR9,0.4188888888888888,2.73,14.05,2021-11-04,14:03:50,2021-11-04,14:28:58,14,14,November,Thursday,25.133333333333333,Weekday,company,0
KR_commercial,KR_20,KR10,1.948611111111111,12.8,15.483333333333333,2021-11-09,15:29:49,2021-11-09,17:26:44,15,17,November,Tuesday,116.91666666666666,Weekday,company,0
KR_commercial,KR_20,KR11,2.4225,14.73,14.7,2021-11-10,14:42:14,2021-11-10,17:07:35,14,17,November,Wednesday,145.35,Weekday,company,0
KR_commercial,KR_20,KR12,1.058888888888889,6.89,16.733333333333334,2021-11-12,16:44:48,2021-11-12,17:48:20,16,17,November,Friday,63.53333333333334,Weekday,company,0
KR_commercial,KR_20,KR13,1.6205555555555555,10.66,16.516666666666666,2021-11-17,16:31:45,2021-11-17,18:08:59,16,18,November,Wednesday,97.23333333333332,Weekday,company,0
KR_commercial,KR_20,KR14,1.2702777777777778,8.26,16.916666666666668,2021-11-19,16:55:15,2021-11-19,18:11:28,16,18,November,Friday,76.21666666666667,Weekday,company,0
KR_commercial,KR_20,KR15,1.6480555555555556,10.7,13.4,2021-11-24,13:24:17,2021-11-24,15:03:10,13,15,November,Wednesday,98.88333333333334,Weekday,company,0
KR_commercial,KR_20,KR16,1.5894444444444444,10.32,16.433333333333334,2021-11-25,16:26:24,2021-11-25,18:01:46,16,18,November,Thursday,95.36666666666666,Weekday,company,0
KR_commercial,KR_20,KR17,2.443611111111111,15.9,15.916666666666666,2021-11-26,15:55:26,2021-11-26,18:22:03,15,18,November,Friday,146.61666666666667,Weekday,company,0
KR_commercial,KR_20,KR18,2.4852777777777777,16.11,14.566666666666666,2021-11-29,14:34:05,2021-11-29,17:03:12,14,17,November,Monday,149.11666666666667,Weekday,company,0
KR_commercial,KR_20,KR19,1.5555555555555556,10.1,14.45,2021-11-30,14:27:15,2021-11-30,16:00:35,14,16,November,Tuesday,93.33333333333331,Weekday,company,0
KR_commercial,KR_20,KR20,2.7688888888888887,17.68,16.283333333333335,2021-12-01,16:17:41,2021-12-01,19:03:49,16,19,December,Wednesday,166.13333333333333,Weekday,company,0
KR_commercial,KR_20,KR21,0.8013888888888889,5.21,15.216666666666669,2021-12-02,15:13:05,2021-12-02,16:01:10,15,16,December,Thursday,48.083333333333336,Weekday,company,0
KR_commercial,KR_20,KR22,3.06,19.73,16.083333333333332,2021-12-03,16:05:14,2021-12-03,19:08:50,16,19,December,Friday,183.6,Weekday,company,0
KR_commercial,KR_20,KR23,2.0391666666666666,13.29,14.75,2021-12-08,14:45:08,2021-12-08,16:47:29,14,16,December,Wednesday,122.35,Weekday,company,0
KR_commercial,KR_20,KR24,2.464722222222222,16.09,15.6,2021-12-09,15:36:22,2021-12-09,18:04:15,15,18,December,Thursday,147.88333333333333,Weekday,company,0
KR_commercial,KR_20,KR25,1.4475,9.59,15.183333333333334,2021-12-10,15:11:21,2021-12-10,16:38:12,15,16,December,Friday,86.85,Weekday,company,0
