user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
KR_1231,Weekday,18,17,1,0.1806,0.6371,true,0.3872,0.3603,true,
KR_1231,Weekday,19,17,1,0.1553,0.8075,true,0.1652,-0.1912,false,
KR_401,Weekday,17,25,1,0.1366,0.7407,true,0.0788,-0.1531,false,
KR_102,Weekday,17,16,1,0.1134,0.9864,true,0.119,-0.0382,false,
KR_102,Weekday,19,17,1,0.1853,0.6048,true,-0.0484,-0.0147,false,
KR_102,Weekday,20,18,1,0.1153,0.9706,true,0.2391,0.2281,false,
KR_160,Weekday,17,24,1,0.1007,0.9684,true,-0.1771,-0.2574,false,
KR_160,Weekday,18,37,1,0.132,0.5421,true,-0.3215,-0.3743,true,
KR_932,Weekday,9,24,1,0.2571,0.0843,true,-0.3345,-0.6574,true,
KR_1433,Weekday,9,16,1,0.128,0.956,true,0.6215,0.6235,true,
KR_70,Weekday,9,29,1,0.365,0.0009,false,-0.0946,-0.4621,true,0.1773
KR_70,Weekday,10,133,1,0.1911,0.0001,false,-0.1087,-0.331,true,
KR_178,Weekday,8,38,1,0.1324,0.5205,true,0.2531,-0.066,false,
KR_422,Weekday,17,22,1,0.2103,0.2859,true,0.1425,-0.1779,false,
KR_20,Weekday,15,16,1,0.2109,0.4761,true,0.017,-0.1088,false,
KR_20,Weekday,16,25,1,0.2169,0.1913,true,0.0333,-0.0862,false,
KR_20,Weekday,17,47,1,0.1868,0.0763,true,0.0777,-0.0769,false,
KR_20,Weekday,18,17,1,0.1096,0.987,true,0.1916,-0.0123,false,
KR_223,Weekday,9,25,1,0.1047,0.9474,true,-0.3341,-0.4331,true,
KR_223,Weekday,10,18,1,0.1161,0.9686,true,0.0509,-0.1207,false,
KR_927,Weekday,20,15,1,0.3825,0.025,false,0.5547,-0.0964,true,0.4937
KR_927,Weekday,24,21,1,0.1763,0.5323,true,0.0496,0.0818,false,
KR_1226,Weekday,18,19,1,0.1313,0.8991,true,-0.0372,-0.0702,false,
KR_29,Weekday,17,72,1,0.1805,0.0189,false,0.0518,-0.3773,true,
KR_29,Weekday,18,94,1,0.1555,0.0221,false,-0.0663,-0.5679,true,
