user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
gist|KR_U1225,Weekday,18,83,2,0.2671,0.0,false,-0.0201,-0.313,true,
gist|KR_U1225,Weekday,19,18,2,0.1543,0.7857,true,0.0698,-0.1685,false,
gist|KR_U1764,Weekday,19,26,2,0.2076,0.2136,true,0.3205,0.1197,true,
norway|OSL_S_KT137,Weekday,9,16,2,0.2321,0.3557,true,0.3601,0.4088,true,
norway|OSL_S_KT137,Weekday,15,15,2,0.1662,0.8026,true,0.3106,0.325,true,
norway|OSL_S_KT137,Weekday,16,17,2,0.1909,0.5662,true,0.5439,0.3102,true,
norway|OSL_S_KT137,Weekday,17,46,2,0.1611,0.1858,true,0.2205,0.2814,false,
norway|OSL_S_KT137,Weekday,18,33,2,0.1173,0.7564,true,0.2124,0.2358,false,
norway|OSL_S_KT137,Weekday,19,19,2,0.13,0.9056,true,0.2408,0.1316,false,
norway|OSL_S_KT137,Weekday,21,15,2,0.157,0.8539,true,-0.1957,-0.2536,false,
norway|OSL_S_KT162,Weekday,1,26,2,0.1394,0.6948,true,-0.3518,-0.5598,true,
norway|OSL_S_KT162,Weekday,17,20,2,0.1709,0.6045,true,0.2663,0.2414,false,
norway|OSL_S_KT162,Weekday,22,17,2,0.1709,0.7042,true,-0.1763,0.0221,false,
norway|OSL_S_KT162,Weekday,23,24,2,0.1756,0.4514,true,0.1351,0.0052,false,
norway|OSL_S_KT162,Weekday,24,27,2,0.1761,0.3736,true,-0.2702,-0.2055,false,
norway|BAR_Plass160,Weekday,16,207,2,0.2286,0.0,false,0.0193,0.2293,false,
norway|BAR_Plass160,Weekday,17,27,2,0.1893,0.2895,true,0.1252,-0.1869,false,
norway|BAR_Plass160,Weekday,18,42,2,0.265,0.0056,false,-0.1704,0.3907,true,
norway|BAR_Plass113,Weekend,18,15,2,0.1233,0.9766,true,-0.1377,0.1571,false,
norway|OSL_S_KT76,Weekday,16,18,2,0.2237,0.3295,true,-0.1373,0.0258,false,
norway|OSL_S_KT76,Weekday,17,26,2,0.1496,0.6072,true,-0.1885,-0.0222,false,
norway|OSL_S_KT76,Weekday,18,25,2,0.1891,0.3345,true,0.0218,-0.0173,false,
norway|OSL_S_KT76,Weekday,19,21,2,0.1464,0.7599,true,-0.1835,-0.0961,false,
norway|OSL_S_KT112,Weekday,1,17,2,0.2421,0.2727,true,0.3608,0.4632,true,
norway|OSL_S_KT112,Weekday,24,35,2,0.1487,0.4235,true,-0.3511,-0.2409,true,
norway|OSL_S_KT138,Weekend,5,27,2,0.2035,0.2146,true,-0.3115,-0.6149,true,
gist|KR_U1629,Weekday,9,18,2,0.1936,0.5109,true,-0.0031,0.2301,false,
gist|KR_U1629,Weekday,13,16,2,0.2226,0.4071,true,0.6103,0.6156,true,
kim|KR_70,Weekday,9,29,2,0.2378,0.0759,true,-0.0946,-0.4621,true,
kim|KR_70,Weekday,10,133,2,0.1969,0.0001,false,-0.1087,-0.331,true,
norway|ASK_Plass25,Weekend,20,17,2,0.1287,0.9413,true,-0.0249,-0.201,false,
