user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
gist|KR_U1225,Weekday,18,62,1,0.2733,0.0002,false,-0.0383,-0.2965,false,
gist|KR_U1764,Weekday,19,26,1,0.1409,0.6818,true,0.3205,0.1197,true,
norway|OSL_S_KT137,Weekday,18,18,1,0.152,0.801,true,-0.1639,0.0052,false,
norway|OSL_S_KT162,Weekday,17,15,1,0.1924,0.6365,true,0.3453,0.3878,true,
norway|BAR_Plass160,Weekday,16,23,1,0.4327,0.0004,false,0.152,-0.2321,false,
norway|BAR_Plass160,Weekday,18,33,1,0.1893,0.189,true,-0.2007,0.5185,true,
norway|OSL_S_KT112,Weekday,24,18,1,0.1812,0.5969,true,0.0631,0.0361,false,
norway|OSL_S_KT138,Weekend,5,25,1,0.2681,0.0555,true,-0.3347,-0.6478,true,
gist|KR_U1629,Weekday,9,17,1,0.1974,0.5226,true,-0.0549,0.1397,false,
gist|KR_U1629,Weekday,13,16,1,0.2168,0.4406,true,0.6103,0.6156,true,
kim|KR_70,Weekday,9,25,1,0.4009,0.0007,false,0.3182,-0.3208,true,
kim|KR_70,Weekday,10,65,1,0.2126,0.0058,false,0.0994,-0.2032,false,
norway|OSL_S_KT169,Weekday,15,54,1,0.3618,0.0,false,-0.2216,-0.1809,false,
norway|OSL_S_KT169,Weekday,16,17,1,0.1308,0.9337,true,0.1636,0.0233,false,
kim|KR_1231,Weekday,18,18,1,0.2111,0.3997,true,0.446,0.4551,true,
kim|KR_1231,Weekday,19,17,1,0.1643,0.7491,true,0.1652,-0.1912,false,
norway|ASK_Plass55,Weekday,17,16,1,0.2461,0.288,true,-0.2579,-0.3294,true,
norway|TRO_Plass11,Weekday,21,24,1,0.1504,0.6512,true,0.1594,0.1948,false,
norway|BOD_02H0505,Weekday,17,20,1,0.2805,0.0865,true,0.1085,0.0639,false,
norway|TRO_R_AsO6-1,Weekday,16,20,1,0.25,0.1649,true,-0.1866,-0.1459,false,
norway|OSL_T_49,Weekday,19,17,1,0.1667,0.7332,true,-0.2098,-0.0931,false,
norway|TRO_R_UT15-2,Weekday,17,35,1,0.3302,0.001,false,0.2967,0.4104,true,
norway|BAR_Plass121,Weekday,17,15,1,0.2074,0.54,true,0.4959,0.6577,true,
kim|KR_178,Weekday,8,38,1,0.1383,0.4639,true,0.2531,-0.066,false,
gist|KR_U280,Weekday,1,16,1,0.173,0.7254,true,0.2428,0.1324,false,
gist|KR_U89,Weekday,6,35,1,0.4137,0.0,false,-0.0295,-0.3603,true,
gist|KR_U89,Weekday,7,29,1,0.436,0.0,false,-0.156,-0.2484,false,-0.1183
gist|KR_U124,Weekday,19,34,1,0.2037,0.1202,true,-0.2063,-0.4796,true,
gist|KR_U124,Weekday,20,15,1,0.2978,0.1402,true,-0.2079,-0.3286,true,
norway|ASK_Plass37,Weekday,21,15,1,0.1361,0.9444,true,0.266,0.3107,true,
norway|TRO_R_UT1-1,Weekday,17,15,1,0.1526,0.8763,true,0.2768,0.3821,true,
norway|TRO_R_UT1-1,Weekday,20,15,1,0.2249,0.4347,true,0.6628,0.3464,true,
norway|TRO_R_Bl2-3,Weekday,16,26,1,0.1247,0.8149,true,0.3085,-0.0044,true,
norway|TRO_R_Bl2-3,Weekday,17,18,1,0.1431,0.8556,true,0.5657,0.5459,true,
gist|KR_U186,Weekday,19,27,1,0.1848,0.3166,true,-0.0933,-0.0434,false,
gist|KR_U186,Weekday,20,23,1,0.1337,0.8067,true,0.3322,0.2683,true,
gist|KR_U98,Weekday,16,15,1,0.1386,0.9358,true,0.352,0.3929,true,
gist|KR_U98,Weekday,18,17,1,0.1481,0.8509,true,0.1742,0.3374,true,
norway|OSL_T_26,Weekday,17,62,1,0.1285,0.2606,true,-0.2694,-0.3268,true,
norway|BAR_Plass126,Weekday,17,42,1,0.1592,0.2394,true,-0.1831,-0.1214,false,
norway|BAR_Plass126,Weekday,18,24,1,0.3326,0.01,false,-0.2874,-0.3425,true,
norway|OSL_S_KT138,Weekday,21,23,1,0.1566,0.6268,true,0.1638,0.1858,false,
kim|KR_401,Weekday,17,30,1,0.1049,0.8973,true,0.1429,-0.0211,false,
kim|KR_1226,Weekday,18,20,1,0.1605,0.6827,true,0.0517,0.006,false,
norway|OSL_S_KT59,Weekday,24,16,1,0.1659,0.7715,true,0.1139,0.1428,false,
kim|KR_1433,Weekday,9,17,1,0.2309,0.3258,true,0.3925,0.6225,true,
gist|KR_U127,Weekday,16,26,1,0.2285,0.1334,true,0.2106,0.1355,false,
gist|KR_U127,Weekday,17,17,1,0.1587,0.7863,true,0.3714,-0.0196,true,
gist|KR_U127,Weekday,18,19,1,0.0939,0.9962,true,-0.1506,-0.2367,false,
norway|OSL_T_32,Weekday,21,20,1,0.1815,0.5265,true,-0.1635,-0.1596,false,
kim|KR_160,Weekday,16,15,1,0.1555,0.8621,true,0.0732,-0.0714,false,
kim|KR_160,Weekday,17,23,1,0.1123,0.9345,true,-0.1479,-0.2796,false,
kim|KR_160,Weekday,18,29,1,0.3021,0.0102,false,-0.0449,-0.2842,false,-0.1669
gist|KR_U1222,Weekday,18,56,1,0.123,0.3681,true,-0.0548,0.0309,false,
gist|KR_U187,Weekday,24,45,1,0.1818,0.1036,true,0.1332,-0.0739,false,
norway|ASK_Plass29,Weekday,17,16,1,0.2499,0.2713,true,0.5904,0.4882,true,
norway|ASK_Plass29,Weekday,20,20,1,0.1656,0.6443,true,0.1373,0.0858,false,
norway|ASK_Plass57,Weekday,17,19,1,0.2527,0.1775,true,0.4829,0.4737,true,
norway|ASK_Plass7,Weekday,20,16,1,0.2559,0.2464,true,-0.0788,0.103,false,
gist|KR_U1446,Weekday,17,26,1,0.187,0.3247,true,-0.2589,-0.3199,true,
gist|KR_U1446,Weekday,18,31,1,0.18,0.2695,true,-0.1162,-0.0825,false,
norway|ASK_Plass87,Weekday,18,17,1,0.1546,0.8119,true,0.0835,-0.1397,false,
gist|KR_U8,Weekday,18,26,1,0.1812,0.3619,true,0.3353,0.3234,true,
norway|TRO_R_AdO1-3,Weekday,17,27,1,0.1769,0.3681,true,0.23,0.5037,true,
norway|BAR_Plass153,Weekday,16,17,1,0.2445,0.2623,true,0.0614,0.1888,false,
norway|BAR_Plass129,Weekday,14,21,1,0.1404,0.8032,true,-0.1731,-0.4117,true,
norway|BAR_Plass129,Weekday,16,25,1,0.2307,0.1406,true,-0.0762,0.0793,false,
norway|TRO_R_AdA6-1,Weekday,16,19,1,0.2561,0.1663,true,0.1737,0.4211,true,
norway|TRO_R_AdA6-1,Weekday,17,17,1,0.2698,0.169,true,0.8673,0.902,true,
gist|KR_U73,Weekday,11,18,1,0.2934,0.0907,true,0.686,-0.064,true,
gist|KR_U73,Weekday,15,18,1,0.138,0.8837,true,0.4821,0.3911,true,
gist|KR_U434,Weekday,17,15,1,0.1861,0.6774,true,-0.2159,-0.5107,true,
gist|KR_U434,Weekday,18,35,1,0.115,0.7456,true,-0.0877,-0.153,false,
norway|OSL_S_KT164,Weekday,17,18,1,0.1066,0.9868,true,0.0712,0.4987,true,
norway|ASK_Plass5,Weekday,17,25,1,0.2922,0.0283,false,-0.0633,-0.1562,false,
norway|TRO_R_UT7-2,Weekday,21,24,1,0.1882,0.3648,true,-0.3871,-0.5226,true,
gist|KR_U1228,Weekday,18,32,1,0.1716,0.3042,true,0.3077,-0.2031,true,
gist|KR_U1228,Weekday,19,41,1,0.1432,0.3722,true,-0.2107,-0.4147,true,
gist|KR_U283,Weekday,19,20,1,0.16,0.6864,true,0.3174,0.2015,true,
kim|KR_927,Weekday,20,15,1,0.3933,0.0195,false,0.5547,-0.0964,true,0.4937
kim|KR_927,Weekday,24,21,1,0.1763,0.5323,true,0.0496,0.0818,false,
norway|BAR_Plass113,Weekday,21,15,1,0.1856,0.6808,true,-0.1044,-0.3214,true,
norway|BAR_Plass113,Weekday,22,15,1,0.208,0.5363,true,-0.523,-0.7036,true,
kim|KR_223,Weekday,9,27,1,0.0931,0.9738,true,-0.3526,-0.4713,true,
kim|KR_223,Weekday,10,20,1,0.1051,0.9802,true,0.0919,-0.1158,false,
norway|ASK_Plass31,Weekday,17,22,1,0.1864,0.4308,true,0.4705,0.6702,true,
norway|ASK_Plass25,Weekday,19,16,1,0.1506,0.8617,true,0.0351,-0.0132,false,
norway|ASK_Plass21,Weekday,17,36,1,0.2305,0.0443,false,0.1591,0.2933,false,
norway|ASK_Plass21,Weekday,18,22,1,0.3122,0.0277,false,0.9365,0.5359,true,0.8943
norway|TRO_R_Bl2-8,Weekday,17,27,1,0.215,0.166,true,0.5747,0.7625,true,
norway|TRO_R_Bl2-8,Weekday,18,20,1,0.2232,0.273,true,0.3065,0.3759,true,
norway|OSL_S_KT17,Weekday,23,29,1,0.1135,0.8502,true,-0.0778,0.1771,false,
gist|KR_U187,Weekend,24,20,1,0.1664,0.6383,true,0.0558,-0.1211,false,
norway|KRO_aYnkLAxyEe,Weekday,16,21,1,0.1635,0.6295,true,-0.0071,0.4883,true,
norway|KRO_aYnkLAxyEe,Weekday,17,15,1,0.384,0.0241,false,0.0229,0.1,false,
norway|ASK_Plass45,Weekday,21,45,1,0.2211,0.025,false,0.5166,0.3747,true,
gist|KR_U463,Weekday,7,16,1,0.2181,0.433,true,0.2985,0.4286,true,
gist|KR_U463,Weekday,8,22,1,0.1443,0.7508,true,-0.0234,0.3666,true,
gist|KR_U463,Weekday,11,17,1,0.2596,0.2028,true,-0.0678,-0.0417,false,
norway|TRO_R_AdO1-1,Weekday,22,15,1,0.1143,0.9896,true,0.0297,-0.0786,false,
gist|KR_U507,Weekday,19,15,1,0.1764,0.7398,true,0.0727,-0.1756,false,
kim|KR_233,Weekday,21,17,1,0.1958,0.5333,true,0.4579,0.3698,true,
norway|ASK_Plass19,Weekday,22,16,1,0.143,0.8996,true,0.3904,0.2222,true,
norway|BAR_Plass157,Weekday,17,21,1,0.2012,0.3645,true,-0.1553,-0.1786,false,
gist|KR_U194,Weekday,24,17,1,0.2083,0.4532,true,0.2666,0.2233,false,
norway|TRO_R_AsO4-2,Weekday,16,21,1,0.3145,0.0317,false,0.0787,0.3364,true,0.4034
kim|KR_422,Weekday,17,30,1,0.2043,0.1647,true,0.3382,0.1671,true,
norway|TRO_Plass27,Weekday,18,19,1,0.2953,0.0733,true,-0.0221,-0.1123,false,
norway|TRO_Plass27,Weekday,19,21,1,0.4591,0.0003,false,0.9063,-0.202,true,0.3423
norway|OSL_S_KT173,Weekday,17,17,1,0.2814,0.1359,true,0.1959,0.26,false,
kim|KR_20,Weekday,16,23,1,0.3553,0.0061,false,0.023,-0.0296,false,0.1666
kim|KR_20,Weekday,17,37,1,0.0682,0.9954,true,0.038,-0.1252,false,
norway|TRO_R_SR2-3,Weekday,21,18,1,0.1588,0.7556,true,0.063,0.2611,false,
norway|TRO_Plass17,Weekday,17,18,1,0.1683,0.6888,true,0.4776,0.4592,true,
norway|OSL_T_50,Weekday,17,18,1,0.1591,0.753,true,0.2931,0.0589,false,
norway|OSL_T_50,Weekday,18,17,1,0.1779,0.6563,true,0.4146,0.6152,true,
norway|OSL_S_KT95,Weekday,23,31,1,0.1963,0.1845,true,0.0396,-0.0312,false,
gist|KR_U106,Weekday,19,15,1,0.2175,0.4779,true,0.2494,0.3477,true,
gist|KR_U106,Weekday,21,23,1,0.1594,0.6042,true,0.5005,0.3989,true,
gist|KR_U1230,Weekday,18,57,1,0.1146,0.4466,true,-0.1195,-0.1698,false,
kim|KR_29,Weekday,17,39,1,0.3526,0.0001,false,0.0448,-0.3237,true,
kim|KR_29,Weekday,18,42,1,0.431,0.0,false,-0.1022,-0.6423,true,-0.1512
norway|OSL_S_KT143,Weekday,18,18,1,0.212,0.3948,true,0.1368,0.0382,false,
kim|KR_932,Weekday,9,24,1,0.303,0.0246,false,-0.3345,-0.6574,true,
norway|TRO_R_AsO2-1,Weekday,17,32,1,0.1712,0.3068,true,-0.133,-0.1782,false,
gist|KR_U107,Weekday,20,19,1,0.2175,0.331,true,-0.0037,0.3351,true,
norway|OSL_T_63,Weekday,5,35,1,0.2575,0.0196,false,0.6817,0.4878,true,
kim|KR_102,Weekday,17,16,1,0.2031,0.5251,true,0.0135,-0.1824,false,
kim|KR_102,Weekday,19,17,1,0.1528,0.8231,true,-0.0462,-0.0123,false,
kim|KR_102,Weekday,20,18,1,0.2236,0.3302,true,0.1221,0.1496,false,
norway|ASK_Plass27,Weekday,15,27,1,0.166,0.4478,true,0.1323,0.2674,false,
norway|ASK_Plass27,Weekday,16,27,1,0.2185,0.1528,true,-0.1208,-0.091,false,
norway|OSL_S_KT149,Weekday,24,16,1,0.1196,0.9763,true,0.1017,0.05,false,
norway|OSL_T_38,Weekday,17,15,1,0.219,0.4689,true,-0.0372,0.0714,false,
norway|TRO_R_MS1-2,Weekday,17,19,1,0.3013,0.0639,true,0.1718,0.1526,false,
