arrival_hour,duration_h,energy_kwh
20.95,14.78333,15.52
16.166666666666668,4.45,5.440834715876365
20.8,9.2,16.55
17.5,9.566667,2.88
17.4,20.58333,6.79
15.633333333333333,4.166667,14.27
19.916666666666668,23.66667,61.04843712343994
20.4,2.916667,16.58
9.8,10.86870145160144,20.855057141935504
22.611261691705536,20.45130310953805,14.6
21.33333333333333,21.86667,8.28
18.55,18.41667,7.36
17.25,3.5955566674962296,11.53
16.99752437609659,12.58333,10.79
17.816666666666666,16.73333,6.52
16.383333333333333,22.73333,4.49
0.0666666666666666,13.01667,9.11
20.45,17.583217743112296,6.47
1.55,44.12011218510164,10.07
16.2,20.98333,39.84766584760845
21.73688012579023,11.21667,48.77217319411506
18.166666666666668,16.1,23.89
20.766666666666666,17.6,13.46
21.966666666666665,11.33333,33.51
21.25,17.73333,6.57
22.966666666666665,2.366667,7.27
15.268888874845834,0.3166667,7.03
14.216666666666669,3.166667,29.21
16.35,9.966667,2.89
20.98333333333333,1.983333,35.284261954497815
14.783333333333331,24.320136902262437,5.87
11.633333333333333,15.01667,24.06
14.533333333333331,11.33333,9.31
21.35,45.08550285553807,24.17
21.1,11.31667,25.92
19.5,4.55,21.21
19.53333333333333,15.51667,17.69
16.483333333333334,9.683333,12.15
8.233333333333333,0.8166667,14.0
17.75,14.01667,19.60201585543109
21.416666666666668,14.38333,8.34
15.533333333333331,1.316667,6.95
3.9333333333333336,10.05,9.27
18.4,9.466667,3.9287267525516882
12.75,1.233333,11.12
15.633333333333333,2.35,1.47
2.9833333333333334,14.294077411591012,3.68
20.08333333333333,16.86667,4.54
1.5333333333333332,66.22884027559343,22.829192225457806
11.883333333333333,14.76667,2.85
4.35,4.793657519125457,13.95
22.95,1.400552783390854,1.98
4.05,19.91667,16.12
16.366666666666667,11.600503787651736,4.52
22.28333333333333,64.09070187959198,9.87
15.983333333333333,15.2,10.6
0.9666666666666668,12.357878396282809,5.76
19.066666666666663,5.3,3.13
19.266666666666666,3.7160188982880435,16.497265440798547
13.183333333333334,11.397111628815534,4.07
18.95,7.983333,4.62
11.284536101068706,0.45178343745182276,1.421425179153076
20.23333333333333,11.7,2.26
5.05,11.95,36.39
18.25,16.75,14.71
16.4,17.1,4.7
20.916666666666668,4.883333,23.16772722996677
20.28333333333333,67.44873242390584,12.78
17.483333333333334,4.916667,13.19966398869581
17.5,5.583333,8.38
15.616666666666667,15.4,8.506867560642768
12.536558805601716,9.183333,18.98
17.983333333333334,2.9,7.66
1.1284095567758736,10.26667,4.44
17.0,3.333333,4.54
16.783333333333335,3.068098089172422,6.63
18.116666666666667,20.78333,18.08
19.966666666666665,7.7,32.69259390491399
15.05,22.85,11.475477374259336
11.083333333333334,8.833333,10.25
21.116666666666667,8.05,1.44
13.2,13.95,2.43
15.616666666666667,0.7336558870162051,18.216914007553676
22.8,14.01667,26.21
16.95,14.05,5.56
16.266666666666666,0.7,4.76
18.95,8.016667,31.915920875699303
19.683333333333334,12.93333,5.89
15.0,17.46667,7.94
9.0,16.40061786617352,4.59
13.016666666666667,18.08333,2.5032496257926367
15.833333333333334,14.18333,12.92
18.516666666666666,10.21667,6.48
11.816666666666666,11.093872640306301,2.01
18.133333333333333,2.3,6.97
13.683333333333334,2.433333,6.72
23.566666666666663,0.2833333,4.08
17.616666666666667,8.95,18.89
16.033333333333335,14.61667,8.49
20.633333333333333,0.25,1.59
22.683333333333334,13.71667,17.55
16.733333333333334,19.76667,7.72
15.65,1.066667,4.77
20.98333333333333,24.75,23.557976361778856
0.7678853364025969,2.2521038538645235,7.55
15.266666666666667,0.6833333,6.65
16.783333333333335,18.8,31.94
13.3,15.616235857339728,10.45
15.8,13.45,11.79
16.966666666666665,16.35,4.03
20.116666666666667,5.066667,5.45
8.883333333333333,2.316667,5.61
10.016666666666667,1.216667,17.373491573894754
21.866666666666667,9.483333,8.72
13.633333333333333,39.91126612798279,15.52
7.483333333333333,61.405394668782925,22.240684093341876
11.066666666666666,1.5,12.77
16.6,2.233333,13.56
21.2,1.85,0.89
19.15,2.283333,5.46
16.1,17.86667,6.48
19.78333333333333,2.683333,0.77
4.766666666666667,5.266667,9.18
18.383333333333333,9.25,36.14
15.3,8.833333,24.16
18.716666666666665,15.85,8.83
20.7,2.283333,0.93
12.716666666666669,10.28333,4.06
