user_id,day_type,bin,calendar_date,arrival_hour,duration_h,gap_h,tau_eff_h,energy_kwh
ASK_Plass19,Weekday,22,2018-11-19,21.5406,17.4044,20.7732,38.1776,26.6097
ASK_Plass19,Weekday,23,2018-11-19,19.0623,4.0225,1.8689,5.8914,43.8568
ASK_Plass19,Weekday,20,2018-11-26,22.1307,7.6455,104.5976,112.2431,48.3844
ASK_Plass19,Weekday,13,2018-11-30,21.8597,12.4009,84.6566,97.0575,56.2597
ASK_Plass19,Weekday,13,2018-12-03,13.2381,10.9863,14.3935,25.3798,48.7269
ASK_Plass19,Weekday,22,2018-12-04,21.4626,8.8295,12.2911,21.1207,33.8413
ASK_Plass19,Weekday,19,2018-12-06,22.0993,0.6162,50.9126,51.5288,68.1826
ASK_Plass19,Weekday,15,2018-12-07,17.9545,8.8343,7.2146,16.0489,32.5291
ASK_Plass19,Weekday,21,2018-12-11,21.4228,11.7434,45.1775,56.9209,17.1364
ASK_Plass19,Weekday,17,2018-12-12,16.782,19.6646,8.8952,28.5597,40.2403
ASK_Plass19,Weekday,17,2018-12-14,16.2409,13.7488,34.4519,48.2007,30.3544
ASK_Plass19,Weekday,17,2018-12-19,15.5442,11.8811,59.5755,71.4566,44.6984
ASK_Plass19,Weekday,13,2018-12-25,14.2394,15.0062,65.1958,80.202,44.878
ASK_Plass19,Weekday,21,2018-12-31,18.8009,6.9405,84.9348,91.8752,8.4135
ASK_Plass19,Weekday,23,2019-01-02,13.9878,8.5371,49.3846,57.9217,37.2577
ASK_Plass19,Weekday,13,2019-01-04,17.4734,14.3715,30.2863,44.6578,40.5157
ASK_Plass19,Weekday,19,2019-01-09,21.3844,14.0537,57.1784,71.2321,58.3995
ASK_Plass19,Weekday,21,2019-01-10,22.825,13.0828,26.7921,39.8748,41.9622
ASK_Plass19,Weekday,15,2019-01-15,8.4121,7.2596,58.996,66.2557,38.4925
ASK_Plass19,Weekday,21,2019-01-23,21.4333,13.8973,130.8852,144.7825,5.4062
ASK_Plass19,Weekday,17,2019-01-24,16.5085,15.4738,2.716,18.1897,22.1535
ASK_Plass19,Weekday,23,2019-02-04,22.6276,10.0987,157.4374,167.5361,44.9926
ASK_Plass19,Weekday,20,2019-02-08,21.0015,0.883,86.6227,87.5057,27.9229
ASK_Plass19,Weekday,9,2019-02-12,15.9215,11.2323,56.6184,67.8508,30.7263
ASK_Plass19,Weekday,17,2019-02-14,16.6177,12.2567,21.9431,34.1998,22.662
ASK_Plass19,Weekday,20,2019-02-18,21.8756,13.292,41.4348,54.7268,31.4712
ASK_Plass19,Weekday,22,2019-02-21,21.2282,9.5036,52.3058,61.8094,25.5275
ASK_Plass19,Weekday,10,2019-02-28,22.7247,3.8095,111.169,114.9784,29.8572
ASK_Plass19,Weekday,13,2019-03-04,21.873,2.2741,64.9476,67.2217,16.7717
ASK_Plass19,Weekday,13,2019-03-07,14.71,13.461,61.6192,75.0801,6.5075
ASK_Plass19,Weekday,23,2019-03-11,22.8945,10.3522,33.9272,44.2794,39.0183
ASK_Plass19,Weekday,7,2019-03-12,20.1318,13.4607,12.9273,26.388,24.8878
ASK_Plass19,Weekday,21,2019-03-15,21.9571,11.1653,60.6851,71.8505,64.5586
ASK_Plass19,Weekday,22,2019-03-20,21.5659,14.9162,51.8479,66.7641,17.5046
ASK_Plass19,Weekday,17,2019-03-25,16.2521,14.7135,47.1975,61.911,36.4674
ASK_Plass19,Weekday,23,2019-03-29,21.8459,9.1159,100.8673,109.9832,18.7838
ASK_Plass19,Weekday,22,2019-04-01,21.4244,9.3153,6.767,16.0823,32.7812
ASK_Plass19,Weekday,15,2019-04-02,19.5614,13.4743,17.1613,30.6356,19.8818
ASK_Plass19,Weekday,23,2019-04-03,12.3128,14.7986,5.5328,20.3314,39.8001
ASK_Plass19,Weekday,7,2019-04-08,15.9636,10.9894,56.9817,67.971,33.5077
ASK_Plass19,Weekday,21,2019-04-15,12.9486,8.2038,123.4437,131.6474,42.8662
ASK_Plass19,Weekday,15,2019-04-16,20.6062,10.4995,9.5311,20.0306,20.5275
ASK_Plass19,Weekday,17,2019-04-22,16.1672,15.4896,69.3544,84.8441,38.6423
ASK_Plass19,Weekday,22,2019-04-23,21.4256,8.2961,23.4849,31.7809,26.6877
ASK_Plass19,Weekday,15,2019-04-25,20.9379,8.2052,44.2882,52.4935,49.9823
ASK_Plass19,Weekday,21,2019-04-26,21.6353,7.3016,17.3422,24.6438,41.4865
ASK_Plass19,Weekday,15,2019-04-30,22.113,2.6483,46.7486,49.3969,46.518
ASK_Plass19,Weekday,17,2019-05-02,16.8213,1.85,28.2089,30.059,18.9044
ASK_Plass19,Weekday,21,2019-05-06,22.0994,15.927,40.6307,56.5578,11.8252
ASK_Plass19,Weekday,15,2019-05-08,10.35,13.2641,22.9649,36.229,29.1321
ASK_Plass19,Weekday,21,2019-05-10,22.1412,4.7527,51.8731,56.6258,46.0732
