user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
GT_98345808,Weekday,9,44,2,0.2695,0.0035,false,-0.0747,-0.3728,true,
GT_98345808,Weekday,10,69,2,0.2722,0.0001,false,0.0051,-0.1103,false,
GT_32751774,Weekday,11,28,2,0.2196,0.1353,true,0.413,0.1598,true,
GT_32751774,Weekday,12,68,2,0.1964,0.0109,false,0.1046,-0.2175,false,
GT_30296079,Weekday,10,37,2,0.279,0.0064,false,0.0025,-0.6297,true,
GT_30296079,Weekday,11,18,2,0.4366,0.0021,false,-0.3352,-0.7544,true,-0.3682
GT_65023200,Weekday,14,25,2,0.2171,0.1904,true,0.1756,0.2077,false,
GT_65023200,Weekday,17,17,2,0.1566,0.7996,true,0.6976,0.652,true,
GT_65023200,Weekday,18,29,2,0.1166,0.8269,true,0.5073,0.3099,true,
GT_65023200,Weekday,19,16,2,0.1885,0.6215,true,0.4546,0.3794,true,
GT_81375624,Weekday,13,31,2,0.2103,0.1298,true,0.4985,0.3016,true,
GT_81375624,Weekday,14,49,2,0.1668,0.1327,true,0.326,0.1915,true,
GT_81375624,Weekday,16,19,2,0.2124,0.359,true,0.3387,0.0596,true,
GT_48821751,Weekday,12,49,2,0.2315,0.0107,false,-0.166,-0.5979,true,
GT_45267948,Weekday,13,43,2,0.1783,0.1313,true,-0.2637,-0.4629,true,
GT_29309940,Weekday,12,24,2,0.2311,0.1549,true,0.2835,-0.113,false,
GT_29309940,Weekday,13,20,2,0.1777,0.5541,true,0.1701,-0.2211,false,
GT_29309940,Weekday,18,32,2,0.1981,0.1633,true,-0.2325,-0.4249,true,
GT_37412595,Weekday,14,24,2,0.109,0.9385,true,0.1931,-0.1122,false,
GT_37412595,Weekday,18,21,2,0.1625,0.6374,true,-0.4101,-0.4519,true,
GT_37412595,Weekday,19,24,2,0.1131,0.9195,true,0.1632,0.24,false,
GT_48585042,Weekday,13,15,2,0.1774,0.7335,true,-0.2239,-0.3179,true,
GT_48585042,Weekday,17,15,2,0.123,0.9773,true,-0.2947,-0.2321,false,
GT_48585042,Weekday,18,17,2,0.1869,0.5939,true,-0.7506,-0.7966,true,
GT_49241808,Weekday,13,29,2,0.1384,0.6369,true,-0.0558,-0.0537,false,
GT_49241808,Weekday,17,23,2,0.2457,0.1254,true,-0.1113,-0.3854,true,
GT_35897499,Weekday,17,36,2,0.2604,0.0154,false,-0.1631,-0.2586,false,
GT_35897499,Weekday,18,47,2,0.0768,0.9456,true,0.1323,-0.0701,false,
GT_47158353,Weekday,18,36,2,0.1142,0.7382,true,-0.6032,-0.183,true,
GT_47158353,Weekday,19,18,2,0.246,0.227,true,0.2188,0.0361,false,
GT_19555569,Weekday,13,24,2,0.1458,0.6885,true,0.026,-0.1922,false,
GT_81295434,Weekday,12,26,2,0.2373,0.1079,true,0.1444,0.1528,false,
GT_24478344,Weekday,13,42,2,0.2006,0.069,true,0.1458,-0.3365,true,
GT_88561539,Weekday,17,20,2,0.1496,0.763,true,0.1767,-0.2541,false,
GT_88561539,Weekday,18,37,2,0.1282,0.58,true,0.0659,-0.1228,false,
GT_30464676,Weekday,12,50,2,0.2436,0.0055,false,-0.0233,-0.3253,true,
GT_46009656,Weekday,11,68,2,0.416,0.0,false,0.0691,-0.2773,false,
GT_74843010,Weekday,11,18,2,0.2317,0.2897,true,0.0092,-0.3209,true,
GT_74843010,Weekday,12,22,2,0.3659,0.0056,false,0.1059,0.0661,false,0.2576
GT_97867440,Weekday,13,49,2,0.3165,0.0001,false,-0.1948,-0.4227,true,
GT_97867440,Weekday,18,24,2,0.2484,0.1041,true,-0.1721,-0.2948,false,
GT_97867440,Weekday,19,20,2,0.1026,0.9846,true,-0.0735,-0.2481,false,
GT_50986683,Weekday,12,23,2,0.3168,0.02,false,0.0118,-0.0534,false,
GT_50986683,Weekday,13,17,2,0.293,0.1086,true,-0.1418,-0.576,true,
GT_81880524,Weekday,17,25,2,0.1931,0.3103,true,0.0056,-0.1608,false,
GT_86810130,Weekday,14,24,2,0.2004,0.2912,true,0.1797,-0.1043,false,
GT_90692118,Weekday,13,31,2,0.1516,0.4763,true,0.0705,0.0391,false,
GT_90692118,Weekday,17,16,2,0.3892,0.0158,false,-0.0499,-0.4706,true,
GT_10909503,Weekday,11,27,2,0.2312,0.1125,true,0.358,0.2106,true,
GT_10909503,Weekday,12,15,2,0.3381,0.0651,true,0.02,-0.0536,false,
GT_50725917,Weekday,12,42,2,0.2976,0.0012,false,-0.2902,-0.5754,true,
GT_50725917,Weekday,14,15,2,0.3673,0.0352,false,0.4564,0.0214,true,
