user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
KR_1231,Weekday,18,17,1,0.159,0.784,true,0.3872,0.3603,true,
KR_1231,Weekday,19,17,1,0.1675,0.7276,true,0.1652,-0.1912,false,
KR_401,Weekday,17,25,1,0.0999,0.9647,true,0.0788,-0.1531,false,
KR_102,Weekday,17,16,1,0.1184,0.9785,true,0.119,-0.0382,false,
KR_102,Weekday,19,17,1,0.1904,0.5699,true,-0.0484,-0.0147,false,
KR_102,Weekday,20,18,1,0.1181,0.9635,true,0.2391,0.2281,false,
KR_160,Weekday,17,24,1,0.0885,0.992,true,-0.1771,-0.2574,false,
KR_160,Weekday,18,37,1,0.138,0.4843,true,-0.3215,-0.3743,true,
KR_932,Weekday,9,24,1,0.2581,0.0823,true,-0.3345,-0.6574,true,
KR_1433,Weekday,9,16,1,0.1195,0.9765,true,0.6215,0.6235,true,
KR_70,Weekday,9,29,1,0.3596,0.0011,false,-0.0946,-0.4621,true,
KR_70,Weekday,10,133,1,0.2051,0.0,false,-0.1087,-0.331,true,
KR_178,Weekday,8,38,1,0.1371,0.4752,true,0.2531,-0.066,false,
KR_422,Weekday,17,22,1,0.2203,0.2369,true,0.1425,-0.1779,false,
KR_20,Weekday,15,16,1,0.2076,0.4966,true,0.017,-0.1088,false,
KR_20,Weekday,16,25,1,0.1462,0.6607,true,0.0333,-0.0862,false,
KR_20,Weekday,17,47,1,0.1807,0.0941,true,0.0777,-0.0769,false,
KR_20,Weekday,18,17,1,0.1061,0.991,true,0.1916,-0.0123,false,
KR_223,Weekday,9,25,1,0.1064,0.9403,true,-0.3341,-0.4331,true,
KR_223,Weekday,10,18,1,0.1177,0.9645,true,0.0509,-0.1207,false,
KR_927,Weekday,20,15,1,0.3898,0.0211,false,0.5547,-0.0964,true,0.4937
KR_927,Weekday,24,21,1,0.1237,0.9057,true,0.0496,0.0818,false,
KR_1226,Weekday,18,19,1,0.1879,0.5147,true,-0.0372,-0.0702,false,
KR_29,Weekday,17,72,1,0.1815,0.018,false,0.0518,-0.3773,true,
KR_29,Weekday,18,94,1,0.1533,0.0251,false,-0.0663,-0.5679,true,
