user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
gist|KR_U1225,Weekday,18,83,1,0.169,0.0182,false,-0.0201,-0.313,true,
gist|KR_U1225,Weekday,19,18,1,0.1532,0.793,true,0.0698,-0.1685,false,
gist|KR_U1764,Weekday,19,26,1,0.2089,0.2077,true,0.3205,0.1197,true,
norway|OSL_S_KT137,Weekday,9,16,1,0.2323,0.3547,true,0.3601,0.4088,true,
norway|OSL_S_KT137,Weekday,15,15,1,0.1725,0.7645,true,0.3106,0.325,true,
norway|OSL_S_KT137,Weekday,16,17,1,0.1831,0.6197,true,0.5439,0.3102,true,
norway|OSL_S_KT137,Weekday,17,46,1,0.1687,0.1478,true,0.2205,0.2814,false,
norway|OSL_S_KT137,Weekday,18,33,1,0.1123,0.8011,true,0.2124,0.2358,false,
norway|OSL_S_KT137,Weekday,19,19,1,0.1309,0.9012,true,0.2408,0.1316,false,
norway|OSL_S_KT137,Weekday,21,15,1,0.1606,0.8344,true,-0.1957,-0.2536,false,
norway|OSL_S_KT162,Weekday,1,26,1,0.1579,0.5376,true,-0.3518,-0.5598,true,
norway|OSL_S_KT162,Weekday,17,20,1,0.1777,0.5541,true,0.2663,0.2414,false,
norway|OSL_S_KT162,Weekday,22,17,1,0.1662,0.7363,true,-0.1763,0.0221,false,
norway|OSL_S_KT162,Weekday,23,24,1,0.165,0.5322,true,0.1351,0.0052,false,
norway|OSL_S_KT162,Weekday,24,27,1,0.1775,0.364,true,-0.2702,-0.2055,false,
norway|BAR_Plass160,Weekday,16,207,1,0.2989,0.0,false,0.0193,0.2293,false,
norway|BAR_Plass160,Weekday,17,27,1,0.3002,0.0156,false,0.1252,-0.1869,false,
norway|BAR_Plass160,Weekday,18,42,1,0.1883,0.103,true,-0.1704,0.3907,true,
norway|BAR_Plass113,Weekend,18,15,1,0.1244,0.9745,true,-0.1377,0.1571,false,
norway|OSL_S_KT76,Weekday,16,18,1,0.2276,0.3095,true,-0.1373,0.0258,false,
norway|OSL_S_KT76,Weekday,17,26,1,0.1507,0.5978,true,-0.1885,-0.0222,false,
norway|OSL_S_KT76,Weekday,18,25,1,0.1856,0.3568,true,0.0218,-0.0173,false,
norway|OSL_S_KT76,Weekday,19,21,1,0.1607,0.6511,true,-0.1835,-0.0961,false,
norway|OSL_S_KT112,Weekday,1,17,1,0.2142,0.4172,true,0.3608,0.4632,true,
norway|OSL_S_KT112,Weekday,24,35,1,0.146,0.447,true,-0.3511,-0.2409,true,
norway|OSL_S_KT138,Weekend,5,27,1,0.211,0.1816,true,-0.3115,-0.6149,true,
gist|KR_U1629,Weekday,9,18,1,0.1922,0.5203,true,-0.0031,0.2301,false,
gist|KR_U1629,Weekday,13,16,1,0.2144,0.4549,true,0.6103,0.6156,true,
kim|KR_70,Weekday,9,29,1,0.3212,0.0051,false,-0.0946,-0.4621,true,
kim|KR_70,Weekday,10,133,1,0.1939,0.0001,false,-0.1087,-0.331,true,
norway|ASK_Plass25,Weekend,20,17,1,0.1304,0.9351,true,-0.0249,-0.201,false,
norway|OSL_S_KT169,Weekday,15,209,1,0.0773,0.1729,true,-0.0949,0.015,false,
norway|OSL_S_KT169,Weekday,16,30,1,0.3409,0.0019,false,-0.128,0.1501,false,-0.0541
kim|KR_1231,Weekday,18,18,1,0.207,0.4244,true,0.446,0.4551,true,
kim|KR_1231,Weekday,19,17,1,0.1551,0.8087,true,0.1652,-0.1912,false,
norway|OSL_T_71,Weekday,19,16,1,0.1152,0.9838,true,0.3105,-0.0118,true,
norway|ASK_Plass55,Weekday,17,40,1,0.1149,0.6689,true,-0.0122,0.1672,false,
norway|ASK_Plass55,Weekday,18,19,1,0.1705,0.6397,true,0.6067,0.5485,true,
norway|ASK_Plass55,Weekday,19,16,1,0.2244,0.397,true,0.0459,0.4371,true,
norway|ASK_Plass55,Weekday,20,16,1,0.1765,0.7022,true,0.0731,0.2441,false,
norway|ASK_Plass55,Weekday,21,17,1,0.2453,0.259,true,0.3481,0.208,true,
gist|KR_U1228,Weekend,18,23,1,0.1326,0.8145,true,-0.3756,-0.4739,true,
norway|TRO_Plass11,Weekday,21,24,1,0.146,0.6874,true,0.1594,0.1948,false,
norway|BOD_02H0505,Weekday,17,44,1,0.2124,0.0384,false,-0.0565,0.2118,false,0.1721
norway|BOD_02H0505,Weekday,18,17,1,0.306,0.0834,true,0.684,0.5515,true,
norway|BOD_02H0505,Weekday,21,23,1,0.1182,0.9058,true,0.3293,0.3687,true,
norway|BOD_02H0505,Weekday,22,19,1,0.2504,0.1853,true,0.4023,0.2614,true,
